Participant ID,Group ID,Prompt,Response
30,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",10
31,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",10
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",6
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",10
35,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
36,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",1
37,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
38,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",1
39,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",2
40,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",6
41,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",8
42,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
43,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",7
44,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",9
45,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
46,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",1
47,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",10
48,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",9
49,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
50,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
51,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",2
52,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
53,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",9
55,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",6
56,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",7
57,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",10
58,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",8
59,TYCOM,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
60,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
61,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",7
62,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",6
63,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",2
64,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",1
65,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",5
66,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
67,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
68,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",2
69,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",3
70,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",1
71,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",4
72,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",7
73,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",7
74,NAVAIR,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Personalization (color, font size)",4
8,1,"Additional Comments on Personalization (color, font size)",becomes a distraction
29,6,"Additional Comments on Personalization (color, font size)",so long as its linked to the user
31,6,"Additional Comments on Personalization (color, font size)",useful if I can highlight things
46,8,"Additional Comments on Personalization (color, font size)",does not help
58,9,"Additional Comments on Personalization (color, font size)","I think personalization is a slippery slope, but 'dark mode' or being able to change font color (RED) for study purposes would be beneficial."
68,10,"Additional Comments on Personalization (color, font size)",feel like would be too much of a distraction
70,11,"Additional Comments on Personalization (color, font size)",does not seem necessary
72,11,"Additional Comments on Personalization (color, font size)",would only be useful for note taken function
1,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
2,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",7
3,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
4,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",2
5,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",7
6,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",7
7,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
8,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
9,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",3
10,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
11,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
12,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
13,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
14,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
15,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
16,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",2
17,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
18,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",2
19,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
20,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
21,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
22,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",9
23,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
24,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
25,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",9
26,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
27,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
28,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
29,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
30,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
31,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",2
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
35,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
36,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
37,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
38,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
39,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
40,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
41,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
42,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",3
43,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
44,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",9
45,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",7
46,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
47,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
48,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",7
49,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",2
50,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
51,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
52,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
53,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
54,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
55,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",9
56,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
57,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
58,9,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
59,TYCOM,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
60,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
61,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
62,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",5
63,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",4
64,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
65,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",1
66,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
67,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",3
68,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",2
69,10,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",9
70,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",6
71,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
72,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",10
73,11,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",8
74,NAVAIR,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Having the IETM recognize your user ID (for data recording)",7
8,1,Additional Comments on Having the IETM recognize your user ID (for data recording),would be useful but not so much for watch
13,2,Additional Comments on Having the IETM recognize your user ID (for data recording),would this also keep #9 [personalization] memorized and keep the digital sticky notes
59,TYCOM,Additional Comments on Having the IETM recognize your user ID (for data recording),needed for above functions
68,10,Additional Comments on Having the IETM recognize your user ID (for data recording),I feel this would interfere with typical RC division control of paperwork
74,NAVAIR,Additional Comments on Having the IETM recognize your user ID (for data recording),for purposes of end user functionality of other features
1,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
2,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",1
3,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",7
4,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
5,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",5
6,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",6
7,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",4
8,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
9,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",9
10,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
11,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",8
12,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
13,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",8
14,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
15,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",8
16,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
17,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
18,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
19,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",8
20,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
21,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
22,4,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
23,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",9
24,5,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",9
25,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
26,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
27,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
28,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
29,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
30,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
31,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
32,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
33,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
34,6,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
35,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
36,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
37,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
38,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
39,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",9
40,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",7
41,7,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
42,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",8
43,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",10
44,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",8
45,8,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Graphic keyword search (being able to search graphic/schematic metadata for specific terms)",9
